=> 2-grams:
fue posible: 2 
sus gritos: 2 
Amaranta sufrió: 2 
También ella: 2 
Encerrada en: 2 
sin esperanzas: 2 
escribiendo cartas: 2 
del baúl.: 2 
postración de: 2 
otro instante: 2 
las clases: 2 
clases de: 2 
bordado y: 2 
muerto que: 2 
las hijas: 2 
el manejo: 2 
cuando Pilar: 2 
Remedios estaba: 2 
estaba decidida: 2 
él comprendió: 2 
una entrevista: 2 
la declaración: 2 
declaración de: 2 
la novia: 2 
de indignación.: 2 
casarte con: 2 
hija del: 2 
la elección.: 2 
su afecto: 2 
hacia las: 2 
hermanas Moscote: 2 
su hermosura: 2 
su buena: 2 
buena educación: 2 
y celebró: 2 
Márquez el: 2 
una condición:: 2 
casaría con: 2 
con Pietro: 2 
Crespi. Úrsula: 2 
llevaría a: 2 
del acuerdo: 2 
acuerdo y: 2 
escribió a: 2 
su novio: 2 
novio una: 2 
la aprobación: 2 
aprobación de: 2 
sin servirse: 2 
aceptar la: 2 
se prometió: 2 
esposa lo: 2 
el error: 2 
brazos a: 2 
de sueño.: 2 
Le preguntaron: 2 
preguntaron si: 2 
la dejaran: 2 
el desconcierto: 2 
los Moscote: 2 
Moscote fue: 2 
aclarar las: 2 
Cuando regresó: 2 
vestido con: 2 
habían cambiado: 2 
flores nuevas: 2 
floreros y: 2 
la ingratitud: 2 
ingratitud de: 2 
confirmó que: 2 
en edad: 2 
le reprochó: 2 
reprochó su: 2 
terminaron de: 2 
Sólo que: 2 
la señora: 2 
solas con: 2 
en asuntos: 2 
a visitarla: 2 
día siguiente.: 2 
hora después: 2 
estuviera en: 2 
interrumpida por: 2 
fueron las: 2 
las circunstancias.: 2 
un proceso: 2 
le tuvo: 2 
alta y: 2 
realidad hasta: 2 
sus tareas: 2 
Pero poco: 2 
les hacía: 2 
conoció en: 2 
épocas remotas: 2 
remotas de: 2 
la humanidad: 2 
y contestaba: 2 
contestaba a: 2 
aunque se: 2 
un instinto: 2 
ponerse la: 2 
de noche: 2 
agua junto: 2 
dispuso la: 2 
hizo construir: 2 
una ventana: 2 
donde ella: 2 
el vaso: 2 
donde habían: 2 
habían prendido: 2 
flores amarillas.: 2 
siquiera en: 2 
donde pasaba: 2 
pasaba horas: 2 
llevó consigo: 2 
una materia: 2 
Visitación le: 2 
semejante al: 2 
su respiración: 2 
equinoccio equinoccio: 2 
poco más: 2 
él cuando: 2 
aquel esfuerzo: 2 
esfuerzo de: 2 
poco que: 2 
iluminado por: 2 
del temblor: 2 
hizo escuchar: 2 
su escritura: 2 
mercurio durante: 2 
lo cantó: 2 
cantó a: 2 
obtener una: 2 
la mañana.: 2 
viera en: 2 
cuando iba: 2 
con Arcadio: 2 
la totuma: 2 
envueltas en: 2 
«He muerto: 2 
de Singapur.»: 2 
lo encontraron: 2 
un recodo: 2 
luminoso y: 2 
parado en: 2 
más dolor: 2 
opuso a: 2 
el olvidado: 2 
de burbujas: 2 
un peligro: 2 
un vapor: 2 
reservados al: 2 
al más: 2 
funerario de: 2 
una tumba: 2 
una lápida: 2 
Crespi que: 2 
cuerda en: 2 
El italiano: 2 
cuya cabeza: 2 
cubierta de: 2 
Amaranta como: 2 
no valía: 2 
valía la: 2 
en cuenta.: 2 
hermano menor: 2 
. Va: 2 
Va a: 2 
venir a: 2 
sintió humillada: 2 
un rencor: 2 
tuviera que: 2 
Se impresionó: 2 
resistió la: 2 
con Rebeca.: 2 
viaje de: 2 
par las: 2 
ocupaciones de: 2 
semana. Amaranta: 2 
beso de: 2 
te hagas: 2 
ausencia de: 2 
presencia invisible: 2 
continuaba su: 2 
su deambular: 2 
enorme y: 2 
Rebeca había: 2 
cargo del: 2 
se ocupaba: 2 
ocupaba de: 2 
de espliego: 2 
y llevando: 2 
un juguete: 2 
juguete de: 2 
recibía la: 2 
de juguetes: 2 
los caballos: 2 
los payasos: 2 
nuevo a: 2 
un paraíso: 2 
los principios: 2 
taller para: 2 
para enseñar: 2 
enseñar a: 2 
tardes y: 2 
bañarla y: 2 
a recibir: 2 
recibir la: 2 
terminaron par: 2 
un cuaderno: 2 
los corrales: 2 
Sólo Rebeca: 2 
la virulencia: 2 
voluntad para: 2 
un alivio: 2 
le leyera: 2 
leyera el: 2 
niña con: 2 
Se acordó: 2 
un caballero: 2 
cerrado con: 2 
el rey: 2 
rey de: 2 
mujer muy: 2 
y perfumadas: 2 
tenían en: 2 
en común: 2 
la sota: 2 
sota de: 2 
flores en: 2 
de calles: 2 
quedó tan: 2 
enigma que: 2 
Llamó en: 2 
mismo día: 2 
liberado de: 2 
su conciencia: 2 
beso en: 2 
cabeza le: 2 
de Arcadio.: 2 
día como: 2 
entraba al: 2 
a humo: 2 
cuarto oscuro: 2 
su atención: 2 
atención y: 2 
cosas. En: 2 
mesa para: 2 
Arcadio estaba: 2 
de levantar: 2 
visible como: 2 
se mordió: 2 
mordió los: 2 
bueno para: 2 
pones el: 2 
Márquez Aureliano: 2 
nada hubiera: 2 
al compás: 2 
compás de: 2 
a comer.: 2 
dejó arrastrar: 2 
Pasaba las: 2 
las carretas: 2 
al anciano: 2 
Era Prudencio: 2 
Cuando por: 2 
lo identificó: 2 
muertos José: 2 
sacudido por: 2 
tan lejos!»: 2 
intensa la: 2 
la añoranza: 2 
apremiante la: 2 
de compañía: 2 
que Prudencio: 2 
él a: 2 
lo señaló: 2 
me he: 2 
Mira el: 2 
mira las: 2 
También hoy: 2 
«Esta es: 2 
. Mira: 2 
zumbido del: 2 
por Melquíades: 2 
recordar y: 2 
un alambre: 2 
pasado con: 2 
antes sobre: 2 
hombre para: 2 
podía levantarse: 2 
mismo. El: 2 
El jueves: 2 
a aparecer: 2 
taller con: 2 
lo reprendió: 2 
seis horas: 2 
diferencia con: 2 
tuvieron el: 2 
día anterior: 2 
en ellas: 2 
que revelara: 2 
Estuvo toda: 2 
a compartir: 2 
compartir su: 2 
Pero nadie: 2 
viernes antes: 2 
a vigilar: 2 
hasta convertirlos: 2 
convertirlos en: 2 
en polvo: 2 
polvo los: 2 
los aparatos: 2 
aparatos de: 2 
de orfebrería: 2 
terminar con: 2 
los vecinos.: 2 
Se necesitaron: 2 
hombres para: 2 
arrastrarlo hasta: 2 
patio donde: 2 
en lengua: 2 
lengua extraña: 2 
echando espumarajos: 2 
él las: 2 
muñecas y: 2 
la presión: 2 
solamente por: 2 
tarde le: 2 
construyeron un: 2 
un cobertizo: 2 
altar que: 2 
de visitas.: 2 
Fue la: 2 
pues la: 2 
hábitos de: 2 
los cambios: 2 
una pasta: 2 
mes para: 2 
Apenas si: 2 
si hubo: 2 
hubo tiempo: 2 
a vestirse: 2 
a comprender: 2 
asuntos elementales: 2 
elementales de: 2 
un hogar.: 2 
a orinar: 2 
orinar en: 2 
porque Remedios: 2 
la revelación: 2 
mundo los: 2 
prevista para: 2 
la ceremonia: 2 
brazo por: 2 
las gracias: 2 
gracias con: 2 
paño negro: 2 
una palidez: 2 
novia en: 2 
al altar.: 2 
discreción que: 2 
Aureliano dejó: 2 
mantuvo en: 2 
en alto: 2 
encaje y: 2 
y permaneció: 2 
no siguiera: 2 
Desde aquel: 2 
reveló el: 2 
dominio que: 2 
propia iniciativa: 2 
un tenedor: 2 
un banquito: 2 
banquito de: 2 
una vaga: 2 
gratitud y: 2 
comió el: 2 
acuerdo de: 2 
muerte inminente: 2 
madre. La: 2 
carta y: 2 
triste que: 2 
preparado para: 2 
domingo a: 2 
de indignación: 2 
su inocencia: 2 
habían acabado: 2 
llevado de: 2 
de ángel: 2 
inocencia que: 2 
Llevaba el: 2 
boda pero: 2 
la aridez: 2 
aridez de: 2 
que prosperaban: 2 
prosperaban en: 2 
durante muchos: 2 
del alma: 2 
la malicia: 2 
Cansado de: 2 
con santos: 2 
santos de: 2 
colores en: 2 
paredes para: 2 
Dios en: 2 
de cobre.: 2 
no habiendo: 2 
siquiera el: 2 
puertas se: 2 
dejó confundir: 2 
confundir por: 2 
la desesperación.: 2 
un altar: 2 
recorrió el: 2 
Dios no: 2 
el desprecio: 2 
plaza donde: 2 
la súplica.: 2 
final cuando: 2 
levantó los: 2 
Un momento: 2 
presenciar una: 2 
El muchacho: 2 
muchacho que: 2 
ayudado a: 2 
que sacó: 2 
ojos. Entonces: 2 
un recurso: 2 
la levitación: 2 
construcción del: 2 
Nadie puso: 2 
sin inmutarse: 2 
inmutarse el: 2 
castaño para: 2 
de hombros: 2 
a levantarse: 2 
del suelo: 2 
Hoc est: 2 
est simplicisimun: 2 
patas de: 2 
jerga de: 2 
fe en: 2 
su cerebro: 2 
tardes se: 2 
se empecinó: 2 
empecinó en: 2 
rechazó por: 2 
propósitos de: 2 
Pero entonces: 2 
entonces fue: 2 
fue José: 2 
de quebrantar: 2 
jugar a: 2 
nunca pudo: 2 
entender el: 2 
estaban de: 2 
visto de: 2 
el juego: 2 
la lucidez: 2 
lucidez de: 2 
a apresurar: 2 
la esperanza.: 2 
esperanza. Su: 2 
la terminación: 2 
la obra: 2 
los actos: 2 
el templo.: 2 
dijo Amaranta.: 2 
Márquez Rebeca: 2 
años. El: 2 
no estuvo: 2 
celebró la: 2 
años. A: 2 
grave que: 2 
podía hacer: 2 
hacer le: 2 
noche .: 2 
Así no: 2 
no tendré: 2 
Rebeca le: 2 
tú lo: 2 
dijo. Pietro: 2 
novia y: 2 
respeto a: 2 
los novios: 2 
ninguna explicación.: 2 
su juventud.: 2 
se muera: 2 
para terminar: 2 
a bordar: 2 
tejer en: 2 
que consideró: 2 
bolitas de: 2 
de naftalina: 2 
su vestido: 2 
de novia: 2 
la cómoda: 2 
dormitorio. Lo: 2 
boda que: 2 
preparar el: 2 
el vestido: 2 
más anticipación: 2 
de azahares: 2 
Aunque estaba: 2 
haber puesto: 2 
sintió desfallecer: 2 
el mediodía: 2 
que Amparo: 2 
de punto: 2 
para hacerle: 2 
hacerle a: 2 
un hilo: 2 
de sudor: 2 
sudor helado: 2 
el cauce: 2 
meses había: 2 
porque si: 2 
no concebía: 2 
el obstáculo: 2 
último instante: 2 
valor para: 2 
calor dentro: 2 
cuerpo con: 2 
alfileres y: 2 
una paciencia: 2 
se pinchó: 2 
dedo con: 2 
la aguja: 2 
chorro de: 2 
un caldo: 2 
caliente que: 2 
sus entrañas: 2 
sangre con: 2 
de gemelos: 2 
Dios con: 2 
envenenar a: 2 
era ese: 2 
tanto había: 2 
Remedios había: 2 
una alcoba: 2 
su infancia: 2 
pasaba como: 2 
buena salud: 2 
encima la: 2 
la dispendiosa: 2 
Buendía. Le: 2 
sus necesidades: 2 
con jabón: 2 
jabón y: 2 
limpio de: 2 
conservaba en: 2 
frases de: 2 
Ternera y: 2 
íntima con: 2 
fuera considerado: 2 
considerado como: 2 
mayor. Su: 2 
sorprendió a: 2 
el suegro: 2 
gente mayor.: 2 
El vínculo: 2 
la autoridad: 2 
autoridad de: 2 
Apolinar Moscote.: 2 
frecuentes viajes: 2 
viajes a: 2 
pintadas de: 2 
instancias del: 2 
y clausuró: 2 
de escándalo: 2 
escándalo que: 2 
de fusiles: 2 
la eficacia: 2 
eficacia de: 2 
sus pómulos: 2 
el fulgor: 2 
su carácter: 2 
la meditación: 2 
meditación solitaria: 2 
el cariño: 2 
anunció que: 2 
en lana: 2 
azul por: 2 
persona en: 2 
cerradas sin: 2 
cadáver con: 2 
aquella niña: 2 
no lograban: 2 
en puntillas: 2 
y hacía: 2 
con mangas: 2 
mangas hasta: 2 
la sola: 2 
sola idea: 2 
de pensar: 2 
fecha para: 2 
a cuidar: 2 
en otros: 2 
otros días: 2 
albedrío de: 2 
el duelo: 2 
sesiones de: 2 
los horcones: 2 
con tal: 2 
cocina Aureliano: 2 
espaldas cuadradas: 2 
esclava de: 2 
en cruz.: 2 
el cuero: 2 
sal de: 2 
polainas y: 2 
y espuelas: 2 
espuelas y: 2 
begonias donde: 2 
el aire.: 2 
de labor: 2 
labor y: 2 
pasó de: 2 
«Buenas» le: 2 
de orfebrería.: 2 
con nadie.: 2 
nadie. Fue: 2 
boca abierta: 2 
lanzó un: 2 
grito y: 2 
cruzado con: 2 
hamaca en: 2 
Cuando despertó: 2 
de tomarse: 2 
provocó un: 2 
con cinco: 2 
cinco hombres: 2 
arrancó de: 2 
su masculinidad: 2 
les preguntó: 2 
preguntó quién: 2 
a diez: 2 
un precio: 2 
en catorce: 2 
cada una: 2 
Le había: 2 
cinco veces: 2 
tripulación de: 2 
Las mujeres: 2 
incorporarse a: 2 
de fuerza.: 2 
las escasas: 2 
escasas ocasiones: 2 
ocasiones en: 2 
Úrsula logró: 2 
dio muestras: 2 
deriva en: 2 
salada y: 2 
dragón de: 2 
Había visto: 2 
el fantasma: 2 
carcomida por: 2 
llegaron en: 2 
hijo mío: 2 
llevaron los: 2 
disimular la: 2 
nunca conoció: 2 
su filiación: 2 
revivir los: 2 
infancia pero: 2 
vida del: 2 
La tarde: 2 
con cualquier: 2 
el dominio: 2 
sí misma.: 2 
tanta ansiedad: 2 
un líquido: 2 
verde con: 2 
noches en: 2 
tiritando de: 2 
luchando contra: 2 
esperando hasta: 2 
casa trepidaba: 2 
trepidaba con: 2 
al amanecer.: 2 
amanecer. Una: 2 
colgado de: 2 
cables de: 2 
tanto su: 2 
se excusó: 2 
sudando hielo: 2 
mientras José: 2 
luego las: 2 
las pantorrillas: 2 
pantorrillas y: 2 
morirse cuando: 2 
potencia ciclónica: 2 
la levantó: 2 
la despojó: 2 
despojó de: 2 
su intimidad: 2 
el placer: 2 
dolor insoportable: 2 
el pantano: 2 
anterior a: 2 
caso con: 2 
quedaron solos: 2 
atiborrado de: 2 
su hermana.: 2 
se impacientó: 2 
la palidez: 2 
Me cago: 2 
su comportamiento: 2 
Amaranta. El: 2 
domingo que: 2 
de respeto: 2 
recién casados: 2 
cementerio y: 2 
muebles que: 2 
había metido: 2 
le adormeció: 2 
adormeció la: 2 
luna de: 2 
de miel: 2 
a trabajar: 2 
tierras de: 2 
contra Rebeca: 2 
aunque la: 2 
vida le: 2 
ofreció una: 2 
los martes: 2 
fracaso con: 2 
demostrar su: 2 
un primoroso: 2 
lo atendía: 2 
sus gustos: 2 
los hilos: 2 
camisa y: 2 
para apreciar: 2 
apreciar las: 2 
se casara: 2 
casara con: 2 
él. Ella: 2 
su labor.: 2 
que pasara: 2 
imprimió a: 2 
Por supuesto: 2 
dijo pero: 2 
es bueno: 2 
del prolongado: 2 
compartió sus: 2 
opinión que: 2 
Úrsula sólo: 2 
llevaron hasta: 2 
que paulatinamente: 2 
que experimentó: 2 
experimentó en: 2 
a hundirse: 2 
en vísperas: 2 
regresó de: 2 
de uno: 2 
situación política: 2 
estaban decididos: 2 
decididos a: 2 
Como Aureliano: 2 
Aureliano tenía: 2 
las diferencias: 2 
conservadores y: 2 
suegro le: 2 
de ahorcar: 2 
el matrimonio: 2 
naturales que: 2 
los legítimos: 2 
de despedazar: 2 
recibido el: 2 
directamente de: 2 
defensores de: 2 
de Cristo: 2 
de autoridad: 2 
a permitir: 2 
permitir que: 2 
simpatizaba con: 2 
la actitud: 2 
modos no: 2 
no en: 2 
llegaba al: 2 
al extremo: 2 
Le pareció: 2 
soldados armados: 2 
de cocina: 2 
cocina antes: 2 
de repartir: 2 
hombres mayores: 2 
mayores de: 2 
de veintiún: 2 
años las: 2 
las papeletas: 2 
azules con: 2 
los candidatos: 2 
la reunión: 2 
reunión de: 2 
fueran de: 2 
día con: 2 
de redoblante: 2 
y don: 2 
urna con: 2 
una etiqueta: 2 
jugaba dominó: 2 
para contar: 2 
contar los: 2 
rojas y: 2 
la diferencia: 2 
primera hora: 2 
desatendió sus: 2 
yo fuera: 2 
liberal dijo: 2 
indignación en: 2 
hecho de: 2 
las armas.: 2 
de mujeres: 2 
Aureliano para: 2 
los cuchillos: 2 
llevado las: 2 
preparando para: 2 
guerra. Lo: 2 
el cinismo: 2 
cinismo de: 2 
la declaración.: 2 
hablaban con: 2 
los conservadores: 2 
son unos: 2 
instancias de: 2 
visitar al: 2 
doctor Alirio: 2 
Alirio Noguera: 2 
siquiera sabía: 2 
El doctor: 2 
Detrás de: 2 
de media: 2 
las cicatrices: 2 
cicatrices que: 2 
los exiliados: 2 
exiliados de: 2 
una goleta: 2 
la Universidad: 2 
Universidad de: 2 
mismo. Lloró: 2 
Macondo. En: 2 
de azúcar.: 2 
permanecieron en: 2 
autoridad decorativa.: 2 
hilo que: 2 
convencerlos de: 2 
eran una: 2 
los amigos: 2 
conservador pero: 2 
atrevido a: 2 
los planes: 2 
además que: 2 
casualidad que: 2 
políticos y: 2 
ventolera de: 2 
un dolor: 2 
encontró con: 2 
de iguana: 2 
«No es: 2 
hundió el: 2 
asesinar a: 2 
los conservadores.: 2 
llevó Aureliano: 2 
un frasquito: 2 
bolsillo de: 2 
la camisa.: 2 
cada dos: 2 
la palma: 2 
se burló: 2 
burló de: 2 
uno más: 2 
aunque ninguno: 2 
la acción: 2 
médico le: 2 
le reveló: 2 
cuerpo a: 2 
la conspiración.: 2 
estaba convencido: 2 
régimen conservador: 2 
del atentado: 2 
los funcionarios: 2 
sus seis: 2 
Usted no: 2 
. Usted: 2 
replicó el: 2 
Ya no: 2 
como hombre: 2 
Trataron de: 2 
tan convincente: 2 
tiempos no: 2 
estaban para: 2 
para pensar: 2 
Desde hacía: 2 
una pistola: 2 
tardes a: 2 
encontraba cada: 2 
guerra. En: 2 
escuela donde: 2 
donde Arcadio: 2 
Se hablaba: 2 
escuela de: 2 
su sentido: 2 
público su: 2 
Úrsula irrumpió: 2 
hacía tres: 2 
Moscote pero: 2 
ejército que: 2 
sin ruido: 2 
de artillería: 2 
y establecieron: 2 
escuela. Se: 2 
impuso el: 2 
de queda: 2 
una requisa: 2 
por casa: 2 
amarraron a: 2 
un árbol: 2 
de juicio.: 2 
Nicanor trató: 2 
autoridades militares: 2 
un soldado: 2 
era otra: 2 
la defensa: 2 
soldados al: 2 
mordida por: 2 
de Gerineldo: 2 
su parsimonia: 2 
preguntó. Con: 2 
contestó Aureliano.: 2 
martes a: 2 
años al: 2 
se apoderaron: 2 
apoderaron de: 2 
nombrado jefe: 2 
la plaza.: 2 
tuvieron tiempo: 2 
abandonaron a: 2 
Se fueron: 2 
del terror: 2 
general revolucionario: 2 
revolucionario Victorio: 2 
últimas noticias: 2 
de irse: 2 
Aureliano sacó: 2 
un armario.: 2 
bajo palabra: 2 
su seguridad: 2 
para identificar: 2 
de botas: 2 
botas altas: 2 
Y no: 2 
me vuelva: 2 
levantamientos armados: 2 
armados y: 2 
los perdió: 2 
cinco años.: 2 
un pelotón: 2 
matar un: 2 
del Mérito: 2 
Mérito que: 2 
le otorgó: 2 
otorgó el: 2 
fuerzas revolucionarias: 2 
otra y: 2 
la pensión: 2 
hombres la: 2 
herida que: 2 
de firmar: 2 
firmar la: 2 
la capitulación: 2 
capitulación de: 2 
de guerras: 2 
de pistola: 2 
salió por: 2 
sin lastimar: 2 
lastimar ningún: 2 
ningún centro: 2 
quedó de: 2 
hombres a: 2 
a reunirse: 2 
general Victorio: 2 
una interpretación: 2 
un uniforme: 2 
inspirado en: 2 
al cinto: 2 
el sable: 2 
sable con: 2 
con borlas: 2 
antiguos alumnos: 2 
los dejó: 2 
para dar: 2 
dar a: 2 
de invulnerabilidad.: 2 
media hora.: 2 
primer día: 2 
su mandato: 2 
mandato Arcadio: 2 
los dieciocho: 2 
animales que: 2 
e impuso: 2 
edad la: 2 
la obligación: 2 
obligación de: 2 
de usar: 2 
usar un: 2 
casa cural: 2 
fusilamiento y: 2 
misa y: 2 
tocar las: 2 
las victorias: 2 
nadie pusiera: 2 
plaza pública: 2 
tomó en: 2 
noche al: 2 
lo saludó: 2 
provocó las: 2 
risas de: 2 
la clientela: 2 
hizo fusilar: 2 
A quienes: 2 
tobillos en: 2 
que instaló: 2 
te va: 2 
Arcadio siguió: 2 
los gobernantes: 2 
ocasión .: 2 
. Esto: 2 
asaltó la: 2 
rastras a: 2 
Arcadio tuviera: 2 
a mí: 2 
ojos para: 2 
lo persiguió: 2 
amarrado en: 2 
despedazado por: 2 
se dispersaron: 2 
y rabia: 2 
rabia y: 2 
para llevarlo: 2 
del cepo.: 2 
mandó en: 2 
misa dominical: 2 
despecho de: 2 
su fortaleza: 2 
tan sola: 2 
sola que: 2 
buscó la: 2 
que hemos: 2 
decía mientras: 2 
casa vacía: 2 
al principio.»: 2 
de inconsciencia: 2 
era sordo: 2 
sordo a: 2 
su lado: 2 
perdido todo: 2 
realidad. Ella: 2 
Arcadio volvió: 2 
tú y: 2 
en punto: 2 
vino a: 2 
a traer: 2 
ahora son: 2 
el engaño: 2 
su uniforme: 2 
uniforme y: 2 
porque José: 2 
fuera del: 2 
agosto cuando: 2 
una noticia: 2 
. Amaranta: 2 
la confianza: 2 
ojal y: 2 
el orégano: 2 
leyendo y: 2 
él tenía: 2 
para abandonar: 2 
abandonar la: 2 
un precioso: 2 
las tarjetas: 2 
tarjetas postales: 2 
postales que: 2 
recibía de: 2 
enamorados en: 2 
con viñetas: 2 
sostenidas por: 2 
repasando las: 2 
transformaba en: 2 
y mariscos: 2 
de cuya: 2 
los escombros.: 2 
de atravesar: 2 
atravesar el: 2 
el océano: 2 
océano en: 2 
de haberlo: 2 
Crespi había: 2 
encontrado el: 2 
invernadero de: 2 
daban la: 2 
hora con: 2 
un concierto: 2 
cajas musicales: 2 
los instrumentos: 2 
estaba al: 2 
guerra. Cuando: 2 
un coro: 2 
coro infantil: 2 
preparó un: 2 
apresurar los: 2 
fijar la: 2 
íntimamente de: 2 
rigor del: 2 
luto por: 2 
la mortificación: 2 
mortificación de: 2 
la brutalidad: 2 
brutalidad de: 2 
boda el: 2 
José en: 2 
casi paternal: 2 
sin tropiezos.: 2 
esperó a: 2 
más las: 2 
urgencias del: 2 
llegó con: 2 
de bordar: 2 
mano entre: 2 
las suyas.: 2 
contacto de: 2 
escurridizo y: 2 
No seas: 2 
cuanto dijo: 2 
creyó enloquecer: 2 
enloquecer de: 2 
regazo de: 2 
alma por: 2 
En noches: 2 
un paraguas: 2 
luz en: 2 
Amaranta las: 2 
corredor para: 2 
la trastienda: 2 
despertó en: 2 
ser de: 2 
tierra con: 2 
dispuso que: 2 
murmullos de: 2 
que invadió: 2 
invadió la: 2 
casa los: 2 
aullidos de: 2 
luego un: 2 
tiempo siguió: 2 
de lavanda: 2 
Crespi al: 2 
pero tuvo: 2 
no sintió: 2 
sintió más: 2 
pestilencia de: 2 
una cura: 2 
cura de: 2 
de burro: 2 
burro para: 2 
con claras: 2 
las úlceras: 2 
de gasa: 2 
negra que: 2 
quemada y: 2 
mediante un: 2 
Pero se: 2 
que vistió: 2 
sino desde: 2 
le enseñó: 2 
un extraño.: 2 
sufría con: 2 
Melquíades fue: 2 
se imaginaba: 2 
imaginaba cuánto: 2 
secreto y: 2 
el estudio: 2 
inútil de: 2 
sus papeles.: 2 
terminantes y: 2 
de gloria: 2 
una antigua: 2 
alguien se: 2 
todos esperaban: 2 
réplica que: 2 
lo estuvo: 2 
Ternera su: 2 
tan irresistible: 2 
luego para: 2 
Aureliano. A: 2 
la encontraba: 2 
el rastro: 2 
ella fue: 2 
solía hacer: 2 
jugaba en: 2 
la agarró: 2 
agarró por: 2 
la hamaca.: 2 
no puedo: 2 
dijo Pilar: 2 
cintura con: 2 
su tremenda: 2 
tremenda fuerza: 2 
fin todo: 2 
que eres: 2 
se sobrepuso: 2 
destino. Los: 2 
murmuró .: 2 
sin dormir: 2 
los grillos: 2 
alborotados de: 2 
los alcaravanes: 2 
ansiedad se: 2 
pasos perdidos: 2 
tinieblas del: 2 
el suyo.: 2 
encontró otra: 2 
un mismo: 2 
de naufragar: 2 
sus venas: 2 
del pulgar: 2 
tenía los: 2 
redondo como: 2 
visto muchas: 2 
de víveres: 2 
la rara: 2 
existir por: 2 
desde aquel: 2 
siesta con: 2 
padres a: 2 
las tropas: 2 
tropas del: 2 
se amaban: 2 
de manteca: 2 
de maíz: 2 
una hija.: 2 
Márquez Los: 2 
se enteraron: 2 
la com: 2 
la descomunal: 2 
animal de: 2 
en par: 2 
amanecer y: 2 
viento de: 2 
y dejaba: 2 
el salitre: 2 
la impaciencia: 2 
impaciencia de: 2 
al desván: 2 
desván de: 2 
zozobra de: 2 
los potes: 2 
potes de: 2 
de cerámica: 2 
el coloso: 2 
coloso de: 2 
invitaron a: 2 
el motivo: 2 
había recibido: 2 
había seguido: 2 
sus tierras: 2 
que cobraba: 2 
de presa: 2 
por José: 2 
fundación y: 2 
innecesario porque: 2 
la propiedad: 2 
de acuerdo.: 2 
once meses: 2 
enterrar a: 2 
saber lo: 2 
era del: 2 
le confió: 2 
mientras trataba: 2 
esto me: 2 
de misa: 2 
una hija: 2 
Piedad con: 2 
estaba otra: 2 
para ponerlo: 2 
los acontecimientos: 2 
acontecimientos que: 2 
por aquellos: 2 
arrepentirse de: 2 
La guerra: 2 
en tonces: 2 
para designar: 2 
y remota: 2 
A fines: 2 
anciana de: 2 
Parecía tan: 2 
las patrullas: 2 
dejaron pasar: 2 
pasar sin: 2 
como uno: 2 
a menudo: 2 
directamente al: 2 
la recibió: 2 
local donde: 2 
estuvo el: 2 
clases y: 2 
transformado en: 2 
de campamento: 2 
La anciana: 2 
un saludo: 2 
coronel Gregorio: 2 
Los últimos: 2 
lados de: 2 
la misión: 2 
misión de: 2 
con Arcadio.: 2 
condición que: 2 
los liberales.: 2 
una abuela: 2 
papel escrito: 2 
contestó el: 2 
del corpino: 2 
corpino y: 2 
con esto: 2 
Buendía. Pero: 2 
tenía por: 2 
su identidad.: 2 
para intentar: 2 
un desembarco: 2 
al mensajero: 2 
plaza hasta: 2 
Las noticias: 2 
noticias del: 2 
de lluvias: 2 
calma tensa: 2 
tensa de: 2 
se resolvió: 2 
que desbarató: 2 
cada uno.: 2 
